id,code,name
l10n_ar_ux.afip_tax_109,109,PFP-IMPOSIT DTO.338/2002
l10n_ar_ux.afip_tax_110,110,PFP-SEG.SOC.DTO.338/2002
l10n_ar_ux.afip_tax_111,111,TRANSF.VALORES MOBILIARIOS
l10n_ar_ux.afip_tax_112,112,DTO905-REFOR.PLAN.ANTER.93/00
l10n_ar_ux.afip_tax_114,114,PFP-DTO.338/02-IMPOSIT-CONCURS
l10n_ar_ux.afip_tax_115,115,PFP-DTO.338/02-SEG.SOC-CONCURS
l10n_ar_ux.afip_tax_116,116,PFP-AUTON MONOTRIB D 27/07/04
l10n_ar_ux.afip_tax_117,117,PFP-IMPOSITIVO DECRETO 1541/04
l10n_ar_ux.afip_tax_118,118,PFP-DTO2724 IMPOSIT.DEUDA 2002
l10n_ar_ux.afip_tax_119,119,PFP-DTO2724 IMPOSIT.DEUDA 2003
l10n_ar_ux.afip_tax_120,120,SOBRE LOS CAPITALES
l10n_ar_ux.afip_tax_121,121,PLAN FACILIDADES PAGO RG.184
l10n_ar_ux.afip_tax_122,122,FAC.PAGO DEUDA S/GTIA.RG.184
l10n_ar_ux.afip_tax_123,123,PRESENTACION ESPONTANEA RG.184
l10n_ar_ux.afip_tax_124,124,PRES.ESPONTANEA DEUDA S/GTIA.
l10n_ar_ux.afip_tax_125,125,PFP-IMPOSITIVO
l10n_ar_ux.afip_tax_126,126,PFP-IMPOSITIVO
l10n_ar_ux.afip_tax_127,127,REGIMEN REGULARIZ VOLUNT 24476
l10n_ar_ux.afip_tax_128,128,PFP- SEGURIDAD SOCIAL
l10n_ar_ux.afip_tax_129,129,PFP- SEGURIDAD SOCIAL
l10n_ar_ux.afip_tax_134,134,F.PAGO CONCURSOS PREV. RG.3762
l10n_ar_ux.afip_tax_135,135,IMPUESTO
l10n_ar_ux.afip_tax_136,136,IMPUESTO
l10n_ar_ux.afip_tax_137,137,TASAS JUDICIALES L.23898
l10n_ar_ux.afip_tax_138,138,HONORARIOS PERITO NO CONTABLE
l10n_ar_ux.afip_tax_141,141,HONORARIOS ABOGADOS Y PERITOS
l10n_ar_ux.afip_tax_142,142,P ESP FAC PAGO L 22681
l10n_ar_ux.afip_tax_143,143,PAGO A CTA. FUTUR OBLIGACIONES
l10n_ar_ux.afip_tax_144,144,IVA-USUARIOS SERVICIO MOLIENDA
l10n_ar_ux.afip_tax_145,145,RAFA-RET BENEF EXTERIOR
l10n_ar_ux.afip_tax_149,149,IMP S/DEB Y CRED EN CTA CTE
l10n_ar_ux.afip_tax_154,154,FONDO P/EDUC.Y PROM.COOPTIVA.
l10n_ar_ux.afip_tax_157,157,AHORRO OBLIGATORIO L.23549
l10n_ar_ux.afip_tax_165,165,S/ACTIVOS FINANCIEROS D.560/89
l10n_ar_ux.afip_tax_166,166,SUSPENSION REG.PROM.(GAN.)
l10n_ar_ux.afip_tax_167,167,SUSPENSION REG.PROM.(IVA)
l10n_ar_ux.afip_tax_168,168,SUSPENSION REG.PROM.(CAP.)
l10n_ar_ux.afip_tax_169,169,SUSPENSION REG.PROM.(PN)
l10n_ar_ux.afip_tax_170,170,CONTRIBUCION SOLIDARIA L.23740
l10n_ar_ux.afip_tax_172,172,IMPUESTO TRANSF DE INMUEBLES
l10n_ar_ux.afip_tax_177,177,SOBRE LOS ACTIVOS L.23760
l10n_ar_ux.afip_tax_180,180,IMPTO.S/BIENES PERSONALES
l10n_ar_ux.afip_tax_181,181,COMB LIQ L 23966 NAFTAS
l10n_ar_ux.afip_tax_183,183,EMERG.AUTOMOV.RURALES RG.3092
l10n_ar_ux.afip_tax_186,186,ACTIVOS SOCIEDADES L.23905
l10n_ar_ux.afip_tax_190,190,SUSPENSION REG.PROM. L.23697
l10n_ar_ux.afip_tax_192,192,DIVISAS Y BS.EXTERIOR L.24073
l10n_ar_ux.afip_tax_194,194,ACTIVOS UNIPERSONALES
l10n_ar_ux.afip_tax_197,197,REINTEGRO IVA TURISTAS RG.3495
l10n_ar_ux.afip_tax_198,198,F.PAGO PROM.IND.RG.3662 GAN
l10n_ar_ux.afip_tax_199,199,F.PAGO PROM.IND.RG.3662 IVA
l10n_ar_ux.afip_tax_200,200,F.PAGO PROM.IND.RG.3662 CAP
l10n_ar_ux.afip_tax_201,201,F.PAGO PROM.IND.RG.3662 P.NETO
l10n_ar_ux.afip_tax_202,202,F.PAGO PROM.IND.RG.3662 ACTIV
l10n_ar_ux.afip_tax_205,205,REINTEGRO IVA DTO.937/93
l10n_ar_ux.afip_tax_210,210,GANANCIAS REG ESP INGR RG 830
l10n_ar_ux.afip_tax_211,211,BP-ACCIONES O PARTICIPACIONES
l10n_ar_ux.afip_tax_214,214,FONDO SOLIDARIO REDISTRIBUCION
l10n_ar_ux.afip_tax_216,216,SIRE - IVA
l10n_ar_ux.afip_tax_217,217,SICORE-IMPTO.A LAS GANANCIAS
l10n_ar_ux.afip_tax_218,218,IMP.A LAS GAN.- BENEF.DEL EXT.
l10n_ar_ux.afip_tax_219,219,SICORE-IMPTO.S/ BS PERSONALES
l10n_ar_ux.afip_tax_220,220,PRESENTAC. DJ RET. Y/O PERCEP
l10n_ar_ux.afip_tax_221,221,PRESENT DJ COMBUSTIBLES LIQ
l10n_ar_ux.afip_tax_224,224,REG.RET.A LAS GANANCIAS
l10n_ar_ux.afip_tax_226,226,DEPOSITOS JUDICIALES
l10n_ar_ux.afip_tax_228,228,FONDO HIDRIC DE INFRAESTRUCTUR
l10n_ar_ux.afip_tax_229,229,RECARGO SOBRE EL GAS NATURAL
l10n_ar_ux.afip_tax_231,231,PFP-D.1384/01 Z.DESASTRE-IMPOS
l10n_ar_ux.afip_tax_232,232,PFP-D.338/02 Z.DESASTRE-IMPOS
l10n_ar_ux.afip_tax_238,238,APORTE SOLIDARIO Y EXTRAORD.
l10n_ar_ux.afip_tax_239,239,INTERNOS- AUTOM Y MOTOR GASOIL
l10n_ar_ux.afip_tax_240,240,NAFTA FONDO HIDRICO DE INFR.
l10n_ar_ux.afip_tax_241,241,GAS, FONDO HIDRICO DE INFR.
l10n_ar_ux.afip_tax_242,242,TRANSFERENCIA DE INFORMACIÓN
l10n_ar_ux.afip_tax_249,249,DIFERENCIAS SEG. SOC. PRE SIPA
l10n_ar_ux.afip_tax_251,251,FACILIDADES PAGO DTO.1053/96
l10n_ar_ux.afip_tax_260,260,IVA C. VTA MAT FAENA GANADO
l10n_ar_ux.afip_tax_261,261,IVA USUARIOS FAENA BOVINO
l10n_ar_ux.afip_tax_262,262,IVA ESTABLECIMIENTO FAENADOR
l10n_ar_ux.afip_tax_263,263,IVA CONSIGNATARIOS DE HACIENDA
l10n_ar_ux.afip_tax_265,265,IVA CONSIGNATARIOS DE CARNE
l10n_ar_ux.afip_tax_267,267,IVA ESTAB FAENADOR PORCINO
l10n_ar_ux.afip_tax_268,268,IVA CONSIG HACIENDA PORCINO
l10n_ar_ux.afip_tax_269,269,IVA USUARIO FAENA PORCINO
l10n_ar_ux.afip_tax_270,270,CONTRIB.VALES ALIMENT.L.24700
l10n_ar_ux.afip_tax_271,271,IMPUESTO REMESA DE UTILIDADES
l10n_ar_ux.afip_tax_300,300,FAC.PAGO IVA IMP.DEF.BS.USO
l10n_ar_ux.afip_tax_301,301,EMPLEADOR-APORTES SEG. SOCIAL
l10n_ar_ux.afip_tax_302,302,APORTES OBRAS SOCIALES
l10n_ar_ux.afip_tax_304,304,ENTRADAS ESPEC.CINEMATOGRAFICO
l10n_ar_ux.afip_tax_305,305,IMPTO. S/VIDEOGRAMA GRABADOS
l10n_ar_ux.afip_tax_306,306,IMPTO.S/SERV.RADIODIFUSION TV.
l10n_ar_ux.afip_tax_307,307,IMPTO.S/RADIODIFUSION AM/FM
l10n_ar_ux.afip_tax_308,308,APORTES SEG.SOCIAL AUTONOMOS
l10n_ar_ux.afip_tax_309,309,PRESENTAC.ESPONTANEA RG.4043
l10n_ar_ux.afip_tax_312,312,ASEG.RIESGO DE TRABAJO L 24557
l10n_ar_ux.afip_tax_313,313,SERV. COMUNICACIÓN AUDIOVISUAL
l10n_ar_ux.afip_tax_314,314,SCA ART 96 INC A, D Y/O E.
l10n_ar_ux.afip_tax_315,315,SCA ART 96 INC B, C, F Y/O G
l10n_ar_ux.afip_tax_321,321,APORTE MAGISTRADOS
l10n_ar_ux.afip_tax_340,340,PFP.ESTAB.FAENADORES-IMPOSITIV
l10n_ar_ux.afip_tax_341,341,PFP-ESTAB.FAENADOR-SEG.SOCIAL
l10n_ar_ux.afip_tax_349,349,PRES.ESPONTANEA DTO.271/95
l10n_ar_ux.afip_tax_351,351,CONTRIBUCIONES SEG. SOCIAL
l10n_ar_ux.afip_tax_352,352,CONTRIBUCIONES OBRA SOCIAL
l10n_ar_ux.afip_tax_353,353,RETENCIONES CONTRIB.SEG.SOCIAL
l10n_ar_ux.afip_tax_356,356,PAMI AP/CONT ASIG NO REM D1273
l10n_ar_ux.afip_tax_357,357,RNOS AP/CONT ASIG NO REM D1273
l10n_ar_ux.afip_tax_358,358,CONTRIB.SEG.SOCIAL AUTONOMOS
l10n_ar_ux.afip_tax_360,360,CONTRIBUCION RENATEA
l10n_ar_ux.afip_tax_361,361,INTERNOS- TABACOS
l10n_ar_ux.afip_tax_362,362,INTERNOS-ALCOHOLES
l10n_ar_ux.afip_tax_363,363,INTERNOS-BEBIDAS ALCOHOL
l10n_ar_ux.afip_tax_364,364,INTERNOS-VINO CHAMPAGNE
l10n_ar_ux.afip_tax_365,365,INTERNOS-SEGUROS
l10n_ar_ux.afip_tax_366,366,ADICIONAL EMERG.CIGARRILLOS
l10n_ar_ux.afip_tax_367,367,INTERNOS-SERV TEL CEL Y SATEL
l10n_ar_ux.afip_tax_368,368,INTERNOS-CHAMPAÑAS
l10n_ar_ux.afip_tax_369,369,INTERNOS-VEHIC AUTOM EMBARC
l10n_ar_ux.afip_tax_370,370,F.1245 DDJJ PATRIMONIAL INT.
l10n_ar_ux.afip_tax_371,371,F.1246 DDJJ PATR.COMP.FLIAR
l10n_ar_ux.afip_tax_374,374,PLAN F. PAGO AUTONOM Y MONOTR
l10n_ar_ux.afip_tax_375,375,PFP AUTON Y MONOTR CONCURSADOS
l10n_ar_ux.afip_tax_376,376,MONOTRIB AUTONOMOS DEUDA SICAM
l10n_ar_ux.afip_tax_377,377,COM LIQ L.23966/24699 ART 2DOA
l10n_ar_ux.afip_tax_383,383,REG.FACIL.PAGO DTO.493/95 F624
l10n_ar_ux.afip_tax_384,384,PFP-D.1384/01-Z.DESAST-SEG.SOC
l10n_ar_ux.afip_tax_385,385,PFP-D.338/01-Z.DESASTRE-SEG.SO
l10n_ar_ux.afip_tax_386,386,SEGURIDAD SOCIAL
l10n_ar_ux.afip_tax_387,387,FAC.PAGO CONTRIBUC. L.24753
l10n_ar_ux.afip_tax_388,388,FAC.PAGO APORTES L.24753
l10n_ar_ux.afip_tax_389,389,FAC.PAGO AUTONOMOS L.24753
l10n_ar_ux.afip_tax_390,390,SEGURIDAD SOCIAL
l10n_ar_ux.afip_tax_391,391,PFP-DTO2724 SEG.SOC.DEUDA 2002
l10n_ar_ux.afip_tax_392,392,PFP-DTO2724 SEG.SOC.DEUDA 2003
l10n_ar_ux.afip_tax_394,394,RAFA-IMPOSITIVO/CONTRIBUCIONES
l10n_ar_ux.afip_tax_395,395,COMB LIQ L 23966/24699 ART 2 B
l10n_ar_ux.afip_tax_396,396,COMBUSTIBLES LIQUIDOS IMPORTAD
l10n_ar_ux.afip_tax_397,397,COMB LIQ L 23966 GAS LICUADO
l10n_ar_ux.afip_tax_398,398,IMPUESTO S/GAS OIL
l10n_ar_ux.afip_tax_399,399,G.N.C. L.23966
l10n_ar_ux.afip_tax_400,400,RAFA-SEG SOCIAL/APORTES
l10n_ar_ux.afip_tax_401,401,MANUF.CIGARRILLOS L.23562
l10n_ar_ux.afip_tax_402,402,INTERNOS-MANUF TABACALES AFIN
l10n_ar_ux.afip_tax_403,403,INTERNOS-MANUF.TABACALES HOJAS
l10n_ar_ux.afip_tax_405,405,INTERNOS-IMPORT.TABACOS ELABOR
l10n_ar_ux.afip_tax_409,409,LEY N°27260 DECLARACION BIENES
l10n_ar_ux.afip_tax_411,411,LEY 27253- DEVOLUCIÓN DE IVA
l10n_ar_ux.afip_tax_414,414,INTERNOS-DESEQ PROV S/CIGARR.
l10n_ar_ux.afip_tax_417,417,INTERNOS-DESTIL ALCOHOL INDUST
l10n_ar_ux.afip_tax_418,418,INTERNOS-DESTILADOR TANQUES
l10n_ar_ux.afip_tax_419,419,INTERNOS-DEST.SUBPR.ALCOH ETIL
l10n_ar_ux.afip_tax_420,420,INTERNOS-FRACCION.ALCOHOL ETIL
l10n_ar_ux.afip_tax_426,426,INTERNOS-FAB BEBIDAS DESTILADA
l10n_ar_ux.afip_tax_427,427,INTERNOS-ZONA LIBRE ALCOHOLERA
l10n_ar_ux.afip_tax_431,431,INTERNOS-DESTILERIA SIST MIXTO
l10n_ar_ux.afip_tax_438,438,CINTA TESTIGO DIGITAL
l10n_ar_ux.afip_tax_439,439,INFORME DELINSPECTOR-INF.TOTAL
l10n_ar_ux.afip_tax_440,440,ESPECIFICO DE APUESTAS
l10n_ar_ux.afip_tax_441,441,APUESTAS ON LINE
l10n_ar_ux.afip_tax_448,448,COMPENSACION LEY N° 27541
l10n_ar_ux.afip_tax_449,449,INTERNOS-VEHIC. AUTOMOV MOTOR
l10n_ar_ux.afip_tax_450,450,INTERNOS-FAB.BEBIDAS ALCOHOLIC
l10n_ar_ux.afip_tax_451,451,INTERNOS-CERVEZAS
l10n_ar_ux.afip_tax_452,452,INTERNOS-FAB.BEB.ALCOHOL FERME
l10n_ar_ux.afip_tax_453,453,INTERNOS-IMPORT BEBIDA ALCOHOL
l10n_ar_ux.afip_tax_454,454,INTERNOS-IMPORT BEB.ALCOH FERM
l10n_ar_ux.afip_tax_457,457,INTERNOS-FRACC.BEBIDAS ALCOHOL
l10n_ar_ux.afip_tax_459,459,INTERNOS-CIAS.SEGUROS NACIONAL
l10n_ar_ux.afip_tax_460,460,INTERNOS-SEGUR CONTRATADOS EXT
l10n_ar_ux.afip_tax_461,461,INTERNOS-OTROS BIENES Y SERVIC
l10n_ar_ux.afip_tax_462,462,INTERNOS-ACEITES LUBRICANTES
l10n_ar_ux.afip_tax_466,466,SICORE-PREMIOS JUEGOS Y C.DEP
l10n_ar_ux.afip_tax_467,467,INTERNOS-VINOS/BODEGUEROS
l10n_ar_ux.afip_tax_468,468,PAGO CONTRIBUCIONES AGP
l10n_ar_ux.afip_tax_469,469,INTERNOS-FABRIC VINOS POSTRE
l10n_ar_ux.afip_tax_470,470,INTERNOS-FABR VINOS COMPUESTOS
l10n_ar_ux.afip_tax_471,471,INTERNOS-FABR VINOS ESPUMOSOS
l10n_ar_ux.afip_tax_473,473,INTERNOS-FABRICANTES CHAMPAGNE
l10n_ar_ux.afip_tax_474,474,INTERNOS-VINOS INTERMEDIARIOS
l10n_ar_ux.afip_tax_475,475,INTERNOS-VINOS IMPORTADORES
l10n_ar_ux.afip_tax_476,476,INTERNOS-VINOS CORTADORES
l10n_ar_ux.afip_tax_477,477,INTERNOS-VINOS FRACCIONADORES
l10n_ar_ux.afip_tax_478,478,GRAVAMEN SERV.AUXIL.NAVEGACION
l10n_ar_ux.afip_tax_479,479,INTERNOS-SOBRETASA VINO
l10n_ar_ux.afip_tax_480,480,INTERNOS-ARTICULOS DE TOCADOR
l10n_ar_ux.afip_tax_481,481,INTERNOS-OBJETOS SUNTUARIOS
l10n_ar_ux.afip_tax_482,482,INTERNOS-CUBIERTAS
l10n_ar_ux.afip_tax_485,485,INTERNOS-BEB.ANALCOHOL JARAB
l10n_ar_ux.afip_tax_487,487,GRAV PETROLEO CRUDO PROCESADO
l10n_ar_ux.afip_tax_495,495,APUESTAS DE CARRERAS L.11242
l10n_ar_ux.afip_tax_499,499,DEPOSITO ACTA FISC. LEY 18820
l10n_ar_ux.afip_tax_724,724,REGIMEN REGULARIZ VOLUNT 26970
l10n_ar_ux.afip_tax_725,725,COMISIONES PAGADAS EN EXCESO
l10n_ar_ux.afip_tax_729,729,IVA ADUANA
l10n_ar_ux.afip_tax_741,741,INGRESO A CTA RET Y PERCEP IVA
l10n_ar_ux.afip_tax_742,742,BILLETERA ELECTRONICA - TBI
l10n_ar_ux.afip_tax_743,743,SALIDAS NO DOCUMENTADAS
l10n_ar_ux.afip_tax_748,748,LEY 27.705 PPD PREVISIONAL
l10n_ar_ux.afip_tax_767,767,SICORE - RETENCIONES Y PERCEPC
l10n_ar_ux.afip_tax_768,768,REG. REINTEGRO CARNES
l10n_ar_ux.afip_tax_771,771,DERECHOS DE IMPORTACION
l10n_ar_ux.afip_tax_782,782,DOCUMENTO ELECTRONICO ADUANERO
l10n_ar_ux.afip_tax_783,783,RÉG.APLICACIÓN FONDOS EXT.
l10n_ar_ux.afip_tax_784,784,MULTAS INF FORM PREVISIONALES
l10n_ar_ux.afip_tax_785,785,PRESENT. DJ SIRE IMPOSITIVO
l10n_ar_ux.afip_tax_786,786,ART TRAB. CASAS. PARTI.
l10n_ar_ux.afip_tax_787,787,RET ART 79 LEY GCIAS INC A,B Y C
l10n_ar_ux.afip_tax_789,789,IMP S/DEB Y CRED EN CTAS BCO
l10n_ar_ux.afip_tax_790,790,CCG - INFORME DE DEUDA
l10n_ar_ux.afip_tax_791,791,PLAN DEUDA DTO 814/2001 - CABA
l10n_ar_ux.afip_tax_871,871,PRESENT.DJ REASIG. DE SALDOS
l10n_ar_ux.afip_tax_935,935,RENATEA
l10n_ar_ux.afip_tax_936,936,DACIÓN EN PAGO DE ESP.PUBLICI.
l10n_ar_ux.afip_tax_937,937,REVALUO IMPOSITIVO LEY 27.430
l10n_ar_ux.afip_tax_938,938,IMPUESTO PAIS
l10n_ar_ux.afip_tax_939,939,PERCEPCION IMPUESTO PAIS
l10n_ar_ux.afip_tax_940,940,REINTEGRO SECTORES VULNERADOS
l10n_ar_ux.afip_tax_945,945,APORTES TRAB. CASAS PARTI.
l10n_ar_ux.afip_tax_946,946,CONTRIB. TRAB. CASAS PARTI.
l10n_ar_ux.afip_tax_947,947,OBRA SOCIAL TRAB. CASAS PARTI.
l10n_ar_ux.afip_tax_966,966,REG.SEG.SOCIAL-AUTONOMOS
l10n_ar_ux.afip_tax_968,968,ACTAS DE FISCALIZACION-ANSES
l10n_ar_ux.afip_tax_985,985,FAC.PAGO PREVISIONALES RG.3762
l10n_ar_ux.afip_tax_986,986,FAC.PAGO OBRA SOCIALES
l10n_ar_ux.afip_tax_987,987,FAC.PAGO ASOC.SINDICALES O.S.
l10n_ar_ux.afip_tax_990,990,MORATORIA AUTONOMOS RES.421/85
l10n_ar_ux.afip_tax_991,991,APORTES PREVIS.TESORO GRAL.
l10n_ar_ux.afip_tax_997,997,SUSS DTO.2284/91 EMPLEADORES
l10n_ar_ux.afip_tax_998,998,REG.NACIONAL OBRAS SOCIALES
l10n_ar_ux.afip_tax_1011,1011,NORMALIZACION TENENCIA L 27613
l10n_ar_ux.afip_tax_1012,1012,ARANCELES DE OFICIO
l10n_ar_ux.afip_tax_1013,1013,ARANCELES E INGRESOS VARIOS
l10n_ar_ux.afip_tax_1014,1014,REG.FOMENTO DE INVERSION PYMES
l10n_ar_ux.afip_tax_1015,1015,FOMENTO FUENTES RENOV ENERGÍA
l10n_ar_ux.afip_tax_1017,1017,ARANCEL SERV. DE RECAUDACION
l10n_ar_ux.afip_tax_1018,1018,CO2 - NAFTAS
l10n_ar_ux.afip_tax_1019,1019,CO2-SOLV. AGUARRAS GASOL.NAF V
l10n_ar_ux.afip_tax_1020,1020,CO2 - GASOIL DIESELOIL Y KEROS
l10n_ar_ux.afip_tax_1021,1021,DIOXIDO DE CARBONO - FUEL OIL
l10n_ar_ux.afip_tax_1022,1022,CO2 - COQUE PETROL Y CARB MIN
l10n_ar_ux.afip_tax_1024,1024,BILLETERA ELECTRONICA AFIP
l10n_ar_ux.afip_tax_1025,1025,CEDULARES- VALORES O DEPOSITOS
l10n_ar_ux.afip_tax_1026,1026,CEDULARES - INMUEBLES
l10n_ar_ux.afip_tax_1027,1027,REC IIBB - PBA - SERV DIGIT PR
l10n_ar_ux.afip_tax_1029,1029,CONTRIB. EXT. CAP. COOPERATIV
l10n_ar_ux.afip_tax_1032,1032,COSTAS JUDICIALES S/HONORARIO
l10n_ar_ux.afip_tax_1033,1033,L 27.679 INCENTIVO A INVERSION
l10n_ar_ux.afip_tax_2010,2010,DERECHOS DE IMPORTACION
l10n_ar_ux.afip_tax_2011,2011,TASA DE ESTADISTICA
l10n_ar_ux.afip_tax_2012,2012,DERECHOS ANTIDUMPING 1
l10n_ar_ux.afip_tax_2013,2013,DERECHO COMPENSATORIO
l10n_ar_ux.afip_tax_2014,2014,IMPUESTO EQUIP. DE PREC.
l10n_ar_ux.afip_tax_2015,2015,DERECHO ESPECIFICO
l10n_ar_ux.afip_tax_2016,2016,SUMA AD.TEM. D1330-04
l10n_ar_ux.afip_tax_2017,2017,DERECHO ANTIDUMPING 2
l10n_ar_ux.afip_tax_2018,2018,DER.IMP.AJ.EQ.PRE.1
l10n_ar_ux.afip_tax_2019,2019,DERECHO COMPENSATORIO (2)
l10n_ar_ux.afip_tax_2020,2020,DERECHOS DE EXPORTACION
l10n_ar_ux.afip_tax_2021,2021,DERECHOS EXPO.INT.RESARCITORIO
l10n_ar_ux.afip_tax_2022,2022,DERECHOS EXPO.INT.PUNITORIO
l10n_ar_ux.afip_tax_2023,2023,DERECHOS EXPO. OTROS INTERESES
l10n_ar_ux.afip_tax_2024,2024,DERECHOS DE EXPORTACION CUEROS
l10n_ar_ux.afip_tax_2025,2025,DER.IMP.COMPRAS PROV.EXTERIOR
l10n_ar_ux.afip_tax_2026,2026,DERECHOS EXPORTACION ADICIONAL
l10n_ar_ux.afip_tax_2027,2027,DER. ADIC. EXPO RES 61/07 MEP
l10n_ar_ux.afip_tax_2028,2028,D.EXP.ART52LEY27541
l10n_ar_ux.afip_tax_2029,2029,PAGO 90% EN DJVE
l10n_ar_ux.afip_tax_2030,2030,SUMA AD. NAC. DE. 1330-04
l10n_ar_ux.afip_tax_2031,2031,TASA DE COMPROBACION
l10n_ar_ux.afip_tax_2032,2032,TASA LEY 24196
l10n_ar_ux.afip_tax_2033,2033,MULTA ARR. FUERA TER.
l10n_ar_ux.afip_tax_2034,2034,DIEM-SALVAG.
l10n_ar_ux.afip_tax_2035,2035,INT. RESARC. IMPORTACION
l10n_ar_ux.afip_tax_2036,2036,INT. PUNITOR.IMPORTACION
l10n_ar_ux.afip_tax_2037,2037,OTROS INT. IMPORT.
l10n_ar_ux.afip_tax_2038,2038,DER.EXPO.ADIC.4
l10n_ar_ux.afip_tax_2039,2039,DER.EXPO.ADIC.3
l10n_ar_ux.afip_tax_2040,2040,FDO.GRAT.LEY 23993
l10n_ar_ux.afip_tax_2041,2041,MULTA DEST. FUERA TER.
l10n_ar_ux.afip_tax_2042,2042,MULTA GRAL. F. DOC. COMP.
l10n_ar_ux.afip_tax_2043,2043,VARIOS
l10n_ar_ux.afip_tax_2044,2044,FDO. JER. LEY 23993
l10n_ar_ux.afip_tax_2045,2045,MULTAS NO AUTOMATICAS
l10n_ar_ux.afip_tax_2046,2046,MULTA NO TOMAR CONT.
l10n_ar_ux.afip_tax_2047,2047,MULTA FALTA DOC. COMP.
